Notebook,Vessel,Temperature,Location,Substrate SMILES,Substrate Conc (M),Catalyst 1,Catalyst1 SMILES,Catalyst1 Conc (M),Reductant,Reductant SMILES,Reductant Conc (M),Solvent1,Analytical Method,number,Output Value
AO-07,1536,50,27:B,C1CN(CCN1CC2=CC=NC=C2)S(=O)(=O)C3=CC=C(C=C3)C4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,75,88.44
AO-07,1536,50,28:B,CC1=C(SC(=N1)C2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,76,36.251
AO-07,1536,50,29:B,CCOC(=O)C1(CCN(CC1)CCOC2=CC=CC=C2)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,77,80.875
AO-07,1536,50,30:B,CN(C1CCCCC1)C(=O)C2CCN(CC2)S(=O)(=O)C3=CC=CC=C3[N+](=O)[O-],0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,78,21.597
AO-07,1536,50,31:B,CC1=C(SC(=N1)NC(=O)CC(C)C)C2=NC(=NO2)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,79,39.371
AO-07,1536,50,32:B,C1=CC=C(C=C1)CCNC(=O)C2=CN3C=C(C=NC3=N2)Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,80,45.157
AO-07,1536,50,33:B,C1COC(=O)N1C2=CC=C(C=C2)NC(=O)C3=C(C=CO3)C4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,81,49.121
AO-07,1536,50,34:B,COC1=CC=CC=C1NC(=O)CSC2=NC=C(N=N2)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,82,94.526
AO-07,1536,50,35:B,CC1=C(N=C(O1)C2=CC=C(C=C2)C3=CC=CC=C3)CN4CCOCC4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,83,31.413
AO-07,1536,50,36:B,CCN(C1=CC=CC=C1)CC2=NN=NN2C3CC3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,84,22.489
AO-07,1536,50,37:B,CCOC(=O)N1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C3CCCCC3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,85,63.496
AO-07,1536,50,38:B,C1C(C(C(=CC2=CC=CC=C2)S1)O)NC(=O)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,86,63.117
AO-07,1536,50,39:B,C1CC2C(CC1C3=CC=CC=C3)C(=O)N(C2=O)C4=CC=C(C=C4)Br,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,87,27.783
AO-07,1536,50,40:B,CN1C2=C(C=N1)C(=CC(=N2)C3=CC=CC=C3)C(=O)NC4=CC(=C(C=C4)F)F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,88,96.205
AO-07,1536,50,41:B,CCOC1=CC=C(C=C1)NC(=O)CN(C2=C(C=CC(=C2)Cl)Cl)S(=O)(=O)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,89,96.858
AO-07,1536,50,42:B,C1=CC=C(C(=C1)N2C3=NC=NC(=C3C=N2)NCC4=CC=CO4)Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,90,92.258
AO-07,1536,50,43:B,C1=CC=C(C(=C1)C2=NN3C(=NN=C3S2)C4=CN=CC=C4)Br,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,91,94.393
AO-07,1536,50,44:B,CC1=C(N=C(O1)C2=CC=CC=C2)CC(=O)NC3=NC=CS3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,92,12.946
AO-07,1536,50,45:B,CN(C1=CC=CC=C1)S(=O)(=O)C2=CC=CC(=C2)NCC(=O)NC3CC3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,93,18.639
AO-07,1536,50,46:B,CCN(CC1=CC(=O)N(C(=O)N1C)C)C2=CC=CC=C2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,94,39.924
AO-07,1536,50,47:B,C1=CC=C(C=C1)C2=NN=C(O2)CCC(=O)NC3=CC=CC4=CC=CC=C43,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,95,92.645
AO-07,1536,50,48:B,CC1=CC(=C(C=C1Cl)C2=NNC(=C2)C(=O)NC3=CC=CC=C3)O,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,96,44.2
AO-07,1536,50,1:C,CC1=C(C(=O)N2CN(CN(C2=N1)C3=CC=CC=C3OC)C4CC4)CC5=CC=CC=C5,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,97,73.578
AO-07,1536,50,2:C,CC1=CC(=O)OC2=C1C=CC3=C2CN(CO3)CC4=CC=CC=C4OC,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,98,23.351
AO-07,1536,50,3:C,C1CN(CCC1C(=O)NC2=CC=CC=C2)C3=NN=C(C=C3)C4=CC=C(C=C4)Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,99,10.83
AO-07,1536,50,4:C,C1CN(CCN1C2=CC=CC=C2)C(=O)C3=CC(=CC=C3)[N+](=O)[O-],0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,100,0
AO-07,1536,50,5:C,C1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2)C(=O)NC3=O,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,101,28.553
AO-07,1536,50,6:C,CC1=NN(C=C1CN(C)C(=O)C2=CC=C(C=C2)C3=CC=CC=C3)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,102,31.833
AO-07,1536,50,7:C,CN1C2=C(C=C1C(=O)N3CCN(CC3)C4=CC=CC=C4)OC=C2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,103,49.942
AO-07,1536,50,8:C,C1CCN(C1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC=CC=C3F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,104,8.373
AO-07,1536,50,9:C,CC1CN(CC(O1)C)C(=O)C2=C(ON=C2C3=CC=CC=C3)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,105,90.809
AO-07,1536,50,10:C,C1=CC=C(C=C1)N2C(=NN=N2)SCCCNCC3=C(C=CC=C3Cl)Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,106,31.024
AO-07,1536,50,11:C,CC1=CC(=NC2=CC=CC=C12)SCC(=O)N(C)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,107,28.498
AO-07,1536,50,12:C,CC1=CC(C2=NN3C(C4=CC=CC=C4)=NN=C3S2)=NO1,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,108,92.844
AO-07,1536,50,13:C,CCN(C1CCN(C1)C(C)C2=CC=CC=C2)C(=O)NC3=NOC(=C3)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,109,19.622
AO-07,1536,50,14:C,C1CCCC(CC1)NC(=O)C(=O)NC2=C3CSCC3=NN2C4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,110,26.135
AO-07,1536,50,15:C,CC1=C(C(=CC=C1)C)N2C(=O)C3CCC(CC3C2=O)C4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,111,95.262
AO-07,1536,50,16:C,CN1C2=C(C=N1)C(=CC(=N2)C3=CC=CC=C3)C(=O)NC4=C(C=CC(=C4)F)F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,112,94.221
AO-07,1536,50,17:C,C1=CC=C(C=C1)N2C=C(C=N2)C3=NC(=NC=C3)NCC4=CC=CO4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,113,96.214
AO-07,1536,50,18:C,COC1=CC=CC=C1N(CC(=O)NC2=CC=C(C=C2)CC#N)S(=O)(=O)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,114,16.019
AO-07,1536,50,19:C,C1=CC=C(C=C1)OCC2=NN=C3N2N=C(S3)C4=CC=CO4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,115,28.93
AO-07,1536,50,20:C,CC1C(N(CCS1)CCN2C3=C(C=CC=N3)OC2=O)C4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,116,36.249
AO-07,1536,50,21:C,C1CCC(CC1)SCC(=O)N2CCC3=CC=CC=C32,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,117,51.069
AO-07,1536,50,22:C,CC(C)(C)OC(=O)CSC1=NC2=C(C=CS2)C(=O)N1C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,118,11.581
AO-07,1536,50,23:C,CC1=C(SC=C1)C(=O)OCC2=NN=NN2C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,119,28.097
AO-07,1536,50,24:C,CC1=CC=CC=C1C2=NN=C(S2)NC(=O)C3=CC4=CC=CC=C4OC3=O,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,120,26.163
AO-07,1536,50,25:C,CC1=C(C(=O)N2CN(CN(C2=N1)C3=CC=CC=C3OC)C4CC4)CC5=CC=CC=C5,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,121,70.162
AO-07,1536,50,26:C,CC1=CC(=O)OC2=C1C=CC3=C2CN(CO3)CC4=CC=CC=C4OC,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,122,42.947
AO-07,1536,50,27:C,C1CN(CCC1C(=O)NC2=CC=CC=C2)C3=NN=C(C=C3)C4=CC=C(C=C4)Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,123,49.957
AO-07,1536,50,28:C,C1CN(CCN1C2=CC=CC=C2)C(=O)C3=CC(=CC=C3)[N+](=O)[O-],0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,124,4.189
AO-07,1536,50,29:C,C1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2)C(=O)NC3=O,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,125,51.726
AO-07,1536,50,30:C,CC1=NN(C=C1CN(C)C(=O)C2=CC=C(C=C2)C3=CC=CC=C3)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,126,31.277
AO-07,1536,50,31:C,CN1C2=C(C=C1C(=O)N3CCN(CC3)C4=CC=CC=C4)OC=C2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,127,96.013
AO-07,1536,50,32:C,C1CCN(C1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC=CC=C3F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,128,26.06
AO-07,1536,50,33:C,CC1CN(CC(O1)C)C(=O)C2=C(ON=C2C3=CC=CC=C3)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,129,89.013
AO-07,1536,50,34:C,C1=CC=C(C=C1)N2C(=NN=N2)SCCCNCC3=C(C=CC=C3Cl)Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,130,30.808
AO-07,1536,50,35:C,CC1=CC(=NC2=CC=CC=C12)SCC(=O)N(C)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,131,62.759
AO-07,1536,50,36:C,CC1=CC(C2=NN3C(C4=CC=CC=C4)=NN=C3S2)=NO1,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,132,94.892
AO-07,1536,50,37:C,CCN(C1CCN(C1)C(C)C2=CC=CC=C2)C(=O)NC3=NOC(=C3)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,133,23.347
AO-07,1536,50,38:C,C1CCCC(CC1)NC(=O)C(=O)NC2=C3CSCC3=NN2C4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,134,15.415
AO-07,1536,50,39:C,CC1=C(C(=CC=C1)C)N2C(=O)C3CCC(CC3C2=O)C4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,135,88.499
AO-07,1536,50,40:C,CN1C2=C(C=N1)C(=CC(=N2)C3=CC=CC=C3)C(=O)NC4=C(C=CC(=C4)F)F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,136,97.917
AO-07,1536,50,41:C,C1=CC=C(C=C1)N2C=C(C=N2)C3=NC(=NC=C3)NCC4=CC=CO4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,137,96.586
AO-07,1536,50,42:C,COC1=CC=CC=C1N(CC(=O)NC2=CC=C(C=C2)CC#N)S(=O)(=O)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,138,41.506
AO-07,1536,50,43:C,C1=CC=C(C=C1)OCC2=NN=C3N2N=C(S3)C4=CC=CO4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,139,20.898
AO-07,1536,50,44:C,CC1C(N(CCS1)CCN2C3=C(C=CC=N3)OC2=O)C4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,140,39.307
AO-07,1536,50,45:C,C1CCC(CC1)SCC(=O)N2CCC3=CC=CC=C32,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,141,46.528
AO-07,1536,50,46:C,CC(C)(C)OC(=O)CSC1=NC2=C(C=CS2)C(=O)N1C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,142,31.722
AO-07,1536,50,47:C,CC1=C(SC=C1)C(=O)OCC2=NN=NN2C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,143,24.747
AO-07,1536,50,48:C,CC1=CC=CC=C1C2=NN=C(S2)NC(=O)C3=CC4=CC=CC=C4OC3=O,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,144,19.097
AO-07,1536,50,1:D,C1CN(CCN(C1)C(=O)C2CC2C3=CC=CC=C3)C(=O)C4CC4C5=CC=CC=C5,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,145,21.334
AO-07,1536,50,2:D,CC1=CC=CC=C1NC(=O)CSC2=NC=C(C(=N2)N)S(=O)(=O)C3=CC=C(S3)Br,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,146,90.601
AO-07,1536,50,3:D,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=NC=NC(=N3)N,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,147,23.852
AO-07,1536,50,4:D,CC1=CSC(=N1)N(C2=CC=CC=C2)C(=O)CC3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,148,88.773
AO-07,1536,50,5:D,CC1=CC(=C2C(=C1)NC(=N2)COC3=CC=CC=C3OC)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,149,91.074
